created,month_created,weeknum_created,day_created,id,applicant,job_title,stage_type,reject_reason,rejected_at,hired_at,referring_site
10/2/2023,October,40,Monday,68066891,Alice  Smith,Dental Receptionist,Inbox,Lacking relevant experience,10/3/2023,,Indeed
10/3/2023,October,40,Tuesday,68070035,Emma  Jones,Chairside Assistant,Inbox,Lacking relevant experience,10/3/2023,,Indeed
10/3/2023,October,40,Tuesday,68071171,Frank  Brown,Dental Patient Relations Specialist,Interview,,,,ZipRecruiter
10/3/2023,October,40,Tuesday,68071553,Diana  Moore,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/3/2023,,Indeed
10/3/2023,October,40,Tuesday,68073352,Emma  Davis,Dental Billing Team Leader,Inbox,Lacking relevant experience,10/3/2023,,ZipRecruiter
10/3/2023,October,40,Tuesday,68073837,Alice  Smith,Chairside Assistant,Screening,Never Responded,10/26/2023,,Indeed
10/3/2023,October,40,Tuesday,68076590,Grace  Taylor,Chairside Assistant,Inbox,Lacking relevant experience,10/3/2023,,Indeed
10/3/2023,October,40,Tuesday,68080440,Jane  Davis,Dental Billing Team Leader,Inbox,Resume Incomplete,10/3/2023,,ZipRecruiter
10/3/2023,October,40,Tuesday,68136380,Frank  Miller,Dental Receptionist,Inbox,Lacking relevant experience,10/3/2023,,Indeed
10/3/2023,October,40,Tuesday,68141972,Ethan  Johnson,Dental Billing Team Leader,Screening,Not Living In NYC,10/6/2023,,ZipRecruiter
10/3/2023,October,40,Tuesday,68150137,Diana  Jones,Hygienist,Interview,,,,Indeed
10/3/2023,October,40,Tuesday,68155191,Emma  Taylor,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/5/2023,,Indeed
10/3/2023,October,40,Tuesday,68157654,Emma  Miller,Dental Receptionist,Screening,Never Responded,10/10/2023,,Indeed
10/3/2023,October,40,Tuesday,68190607,Frank  Davis,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/4/2023,,Indeed
10/4/2023,October,40,Wednesday,68194798,Jane  Moore,Dental Receptionist,Inbox,Lacking relevant experience,10/4/2023,,Indeed
10/4/2023,October,40,Wednesday,68195182,Jane  Smith,Dental Receptionist,Inbox,Lacking relevant experience,10/4/2023,,Indeed
10/4/2023,October,40,Wednesday,68195590,Charlie  Jones,Experienced Bilingual Dental Office Manager,Screening,Never Responded,10/20/2023,,ZipRecruiter
10/4/2023,October,40,Wednesday,68198447,Charlie  Miller,Dental Receptionist,Inbox,Lacking relevant experience,10/4/2023,,Indeed
10/4/2023,October,40,Wednesday,68215885,Emma  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/4/2023,,Indeed
10/4/2023,October,40,Wednesday,68258743,Frank  Williams,Chairside Assistant,Inbox,Lacking relevant experience,10/5/2023,,Indeed
10/4/2023,October,40,Wednesday,68279226,Charlie  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/5/2023,,ZipRecruiter
10/4/2023,October,40,Wednesday,68288139,Jane  Miller,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/5/2023,,Indeed
10/4/2023,October,40,Wednesday,68306030,John  Brown,Dental Billing Team Leader,Screening,Not Living In NYC,10/6/2023,,ZipRecruiter
10/5/2023,October,40,Thursday,68327384,Bob  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/5/2023,,Indeed
10/5/2023,October,40,Thursday,68328253,Alice  Moore,Dental Receptionist,Inbox,Lacking relevant experience,10/5/2023,,Indeed
10/5/2023,October,40,Thursday,68381751,Grace  Johnson,Dental Billing Team Leader,Screening,Lacking relevant experience,10/10/2023,,ZipRecruiter
10/5/2023,October,40,Thursday,68395809,Ethan  Taylor,Dental Receptionist,Inbox,Resume Incomplete,10/5/2023,,Indeed
10/6/2023,October,40,Friday,68440087,Charlie  Miller,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/6/2023,,Unknown
10/6/2023,October,40,Friday,68440787,John  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/6/2023,,Indeed
10/6/2023,October,40,Friday,68445517,Ethan  Miller,Dental Receptionist,Inbox,Lacking relevant experience,10/6/2023,,ZipRecruiter
10/6/2023,October,40,Friday,68445670,Diana  Wilson,Dental Billing Team Leader,Inbox,Lacking relevant experience,10/6/2023,,ZipRecruiter
10/6/2023,October,40,Friday,68522545,Ethan  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/6/2023,October,40,Friday,68526106,Ethan  Taylor,Dental Billing Team Leader,Inbox,Lacking relevant experience,10/9/2023,,ZipRecruiter
10/6/2023,October,40,Friday,68530416,John  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/6/2023,October,40,Friday,68534708,John  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/6/2023,October,40,Friday,68534785,Grace  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/6/2023,October,40,Friday,68534974,Frank  Taylor,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/6/2023,October,40,Friday,68535106,Bob  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/6/2023,October,40,Friday,68535182,Frank  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68535339,Alice  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68535561,Emma  Moore,Dental Hygienist,Screening,,,,Indeed
10/7/2023,October,40,Saturday,68535748,Jane  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68535847,Charlie  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68536195,Jane  Moore,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68536388,Ethan  Smith,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68536542,Alice  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68536604,Emma  Wilson,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68536690,Diana  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68536771,Jane  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68536933,Grace  Taylor,Chairside Assistant,Screening,Lacking relevant experience,10/11/2023,,Indeed
10/7/2023,October,40,Saturday,68536991,Alice  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537042,Jane  Smith,Patient Financial Coordinator,Inbox,Resume Incomplete,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537096,Grace  Brown,Dental Receptionist,Screening,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537258,Diana  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537463,Diana  Smith,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537515,Emma  Moore,Dental Hygienist,Screening,,,,Indeed
10/7/2023,October,40,Saturday,68537545,Grace  Jones,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537565,Alice  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537658,Frank  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537851,Frank  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537885,Ethan  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537892,Diana  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537937,Charlie  Miller,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68537974,Jane  Davis,Dental Receptionist,Screening,Lacking relevant experience,10/18/2023,,Indeed
10/7/2023,October,40,Saturday,68538261,Alice  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68538380,Ethan  Smith,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68538466,Frank  Moore,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68538755,Diana  Moore,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68538940,John  Williams,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68539015,Grace  Taylor,Dental Receptionist,Screening,Failed Reference Call,10/16/2023,,Indeed
10/7/2023,October,40,Saturday,68539092,Alice  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68539121,Grace  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68539423,Emma  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68539447,Emma  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68540002,Bob  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68540057,Diana  Smith,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68540377,John  Davis,Dental Receptionist,Interview,Never Responded,10/30/2023,,Indeed
10/7/2023,October,40,Saturday,68540599,Jane  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68540961,Alice  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68541089,Grace  Smith,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68541390,Emma  Moore,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68541600,Grace  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68542050,Ethan  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68543497,Emma  Moore,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68544455,Emma  Moore,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68545669,Bob  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68546627,John  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68551215,Alice  Wilson,Dental Hygienist,Screening,,,,Indeed
10/7/2023,October,40,Saturday,68553827,Charlie  Taylor,Dental Hygienist,Screening,,,,Indeed
10/7/2023,October,40,Saturday,68561310,Charlie  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68567685,John  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68574252,Frank  Brown,Dental Receptionist,Interview,Never Responded,10/30/2023,,Indeed
10/7/2023,October,40,Saturday,68580858,Grace  Moore,Dental Receptionist,Inbox,Resume Incomplete,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68582219,Emma  Jones,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68583432,Bob  Moore,Dental Office Manager,Inbox,Lacking relevant experience,10/9/2023,,ZipRecruiter
10/7/2023,October,40,Saturday,68585926,Jane  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68587373,Grace  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68587995,John  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/7/2023,October,40,Saturday,68588452,Emma  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/8/2023,October,40,Sunday,68592581,Bob  Taylor,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/8/2023,October,40,Sunday,68593698,Alice  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/8/2023,October,40,Sunday,68593859,John  Johnson,Chairside Assistant,Screening,Never Responded,10/30/2023,,Indeed
10/8/2023,October,40,Sunday,68593865,Bob  Wilson,Chairside Assistant,Screening,Never Responded,10/26/2023,,Indeed
10/8/2023,October,40,Sunday,68595013,John  Jones,Dental Receptionist,Screening,Lacking relevant experience,10/13/2023,,Indeed
10/8/2023,October,40,Sunday,68595020,Ethan  Jones,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/8/2023,October,40,Sunday,68595077,Alice  Williams,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/8/2023,October,40,Sunday,68607731,Diana  Brown,Chairside Assistant,Screening,Lacking relevant experience,10/13/2023,,Indeed
10/8/2023,October,40,Sunday,68613441,John  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/8/2023,October,40,Sunday,68634060,Diana  Wilson,Chairside Assistant,Screening,Lacking relevant experience,10/13/2023,,Indeed
10/8/2023,October,40,Sunday,68646538,Bob  Smith,Chairside Assistant,Screening,Lacking relevant experience,10/11/2023,,Indeed
10/8/2023,October,40,Sunday,68647577,Grace  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/8/2023,October,40,Sunday,68648610,Charlie  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/9/2023,October,41,Monday,68656141,Grace  Moore,Dental Billing Team Leader,Inbox,Not Living In NYC,10/9/2023,,ZipRecruiter
10/9/2023,October,41,Monday,68657936,Ethan  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,ZipRecruiter
10/9/2023,October,41,Monday,68670275,John  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/9/2023,October,41,Monday,68671035,John  Miller,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/9/2023,October,41,Monday,68722089,Charlie  Moore,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/9/2023,October,41,Monday,68729640,Frank  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/9/2023,October,41,Monday,68750717,Alice  Johnson,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/9/2023,October,41,Monday,68751394,Frank  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/9/2023,October,41,Monday,68756723,Alice  Taylor,Dental Receptionist,Screening,Lacking relevant experience,10/13/2023,,Indeed
10/9/2023,October,41,Monday,68759855,Charlie  Williams,Regional Field Operations Manager,Inbox,Lacking relevant experience,10/9/2023,,ZipRecruiter
10/9/2023,October,41,Monday,68779386,Diana  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/9/2023,October,41,Monday,68779792,Alice  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Unknown
10/9/2023,October,41,Monday,68785969,Bob  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/9/2023,,Indeed
10/9/2023,October,41,Monday,68786686,Emma  Brown,Dental Billing Team Leader,Screening,Lacking relevant experience,10/13/2023,,ZipRecruiter
10/10/2023,October,41,Tuesday,68800221,Charlie  Brown,Chairside Assistant,Screening,Never Responded,10/30/2023,,ZipRecruiter
10/10/2023,October,41,Tuesday,68801827,Jane  Johnson,Chairside Assistant,Screening,Lacking relevant experience,10/11/2023,,Indeed
10/10/2023,October,41,Tuesday,68803632,John  Moore,Dental Billing Team Leader,Inbox,Not Living In NYC,10/10/2023,,ZipRecruiter
10/10/2023,October,41,Tuesday,68807438,Bob  Wilson,Chairside Assistant,Screening,Lacking relevant experience,10/11/2023,,Indeed
10/10/2023,October,41,Tuesday,68878750,Jane  Johnson,Chairside Dental Assistant,Screening,Lacking relevant experience,10/13/2023,,Indeed
10/10/2023,October,41,Tuesday,68890422,Bob  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/10/2023,,Indeed
10/10/2023,October,41,Tuesday,68900228,Charlie  Davis,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/10/2023,,Indeed
10/10/2023,October,41,Tuesday,68902225,Jane  Jones,Dental Receptionist,Inbox,Lacking relevant experience,10/10/2023,,ZipRecruiter
10/10/2023,October,41,Tuesday,68913253,Jane  Jones,Dental Receptionist,Inbox,Lacking relevant experience,10/11/2023,,Indeed
10/10/2023,October,41,Tuesday,68918201,Grace  Williams,Dental Billing Team Leader,Inbox,Lacking relevant experience,10/11/2023,,ZipRecruiter
10/10/2023,October,41,Tuesday,68921451,Alice  Moore,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/11/2023,,Indeed
10/11/2023,October,41,Wednesday,68926645,Bob  Miller,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/11/2023,,Indeed
10/11/2023,October,41,Wednesday,68927425,Frank  Smith,Dental Office Manager,Inbox,Resume Incomplete,10/11/2023,,Unknown
10/11/2023,October,41,Wednesday,68928290,Grace  Smith,Dental Receptionist,Inbox,Lacking relevant experience,10/11/2023,,ZipRecruiter
10/11/2023,October,41,Wednesday,68928710,Bob  Smith,Dental Receptionist,Screening,Never Responded,10/26/2023,,Indeed
10/11/2023,October,41,Wednesday,68929023,Alice  Smith,Dental Receptionist,Inbox,Lacking relevant experience,10/11/2023,,Indeed
10/11/2023,October,41,Wednesday,68930291,Jane  Davis,Dental Office Manager,Inbox,Lacking relevant experience,10/11/2023,,ZipRecruiter
10/11/2023,October,41,Wednesday,68931403,Ethan  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/11/2023,,Indeed
10/11/2023,October,41,Wednesday,68933986,Jane  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/11/2023,,Indeed
10/11/2023,October,41,Wednesday,68934337,Alice  Davis,Chairside Assistant,Screening,Lacking relevant experience,10/11/2023,,Indeed
10/11/2023,October,41,Wednesday,69004491,John  Jones,Dental Receptionist,Inbox,Lacking relevant experience,10/11/2023,,ZipRecruiter
10/11/2023,October,41,Wednesday,69019111,Emma  Taylor,Dental Receptionist,Screening,Lacking relevant experience,10/18/2023,,Indeed
10/11/2023,October,41,Wednesday,69019834,Emma  Williams,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/11/2023,,Indeed
10/11/2023,October,41,Wednesday,69035090,John  Moore,Dental Billing Team Leader,Screening,Not Living In NYC,10/26/2023,,ZipRecruiter
10/11/2023,October,41,Wednesday,69046068,Jane  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/12/2023,,Indeed
10/12/2023,October,41,Thursday,69048884,Grace  Miller,Dental Receptionist,Inbox,Lacking relevant experience,10/12/2023,,Indeed
10/12/2023,October,41,Thursday,69050188,Ethan  Smith,Chairside Assistant,Inbox,Lacking relevant experience,10/12/2023,,Indeed
10/12/2023,October,41,Thursday,69107244,Frank  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/12/2023,,ZipRecruiter
10/12/2023,October,41,Thursday,69124963,Diana  Taylor,Dental Patient Relations Specialist,Inbox,Lacking relevant experience,10/13/2023,,ZipRecruiter
10/12/2023,October,41,Thursday,69130219,Ethan  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,10/12/2023,,Indeed
10/12/2023,October,41,Thursday,69135412,Grace  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/12/2023,,Indeed
10/12/2023,October,41,Thursday,69151211,Grace  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/13/2023,,Indeed
10/12/2023,October,41,Thursday,69151880,John  Smith,Dental Receptionist,Inbox,Lacking relevant experience,10/12/2023,,ZipRecruiter
10/12/2023,October,41,Thursday,69153616,Alice  Miller,Dental Receptionist,Inbox,Lacking relevant experience,10/12/2023,,Indeed
10/12/2023,October,41,Thursday,69154149,Ethan  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/12/2023,,Indeed
10/12/2023,October,41,Thursday,69159486,Bob  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/12/2023,,Indeed
10/13/2023,October,41,Friday,69169924,Bob  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/13/2023,,Indeed
10/13/2023,October,41,Friday,69240827,Emma  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/13/2023,,Indeed
10/13/2023,October,41,Friday,69241006,Diana  Davis,Patient Financial Coordinator,Inbox,Lacking relevant experience,10/13/2023,,Indeed
10/13/2023,October,41,Friday,69259263,Ethan  Johnson,Dental Billing Team Leader,Inbox,Not Living In NYC,10/20/2023,,ZipRecruiter
10/13/2023,October,41,Friday,69270758,Alice  Jones,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/13/2023,October,41,Friday,69270831,Emma  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/13/2023,October,41,Friday,69271057,Jane  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/13/2023,October,41,Friday,69271107,Emma  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/13/2023,October,41,Friday,69271152,Alice  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/13/2023,October,41,Friday,69271217,Alice  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69271283,Alice  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69271346,Jane  Smith,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69271348,Jane  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69271411,Bob  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69271586,Grace  Jones,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69271652,Grace  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69271829,Emma  Williams,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69271941,Diana  Miller,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69272188,Charlie  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69272490,John  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69272625,Frank  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69272676,Ethan  Jones,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69272796,John  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273058,Grace  Miller,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273060,Ethan  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273167,Diana  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273420,Ethan  Moore,Dental Receptionist,Screening,Never Responded,10/30/2023,,Indeed
10/14/2023,October,41,Saturday,69273436,Charlie  Smith,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273443,John  Taylor,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273709,Ethan  Williams,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273718,Ethan  Jones,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273752,Jane  Davis,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273760,Charlie  Brown,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273858,John  Smith,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69273963,Charlie  Smith,Dental Receptionist,Screening,Never Responded,10/30/2023,,Indeed
10/14/2023,October,41,Saturday,69275668,John  Miller,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69278081,Grace  Johnson,Dental Billing Team Leader,Inbox,Not Living In NYC,10/16/2023,,ZipRecruiter
10/14/2023,October,41,Saturday,69280794,John  Taylor,Chairside Assistant,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69292001,John  Smith,Chairside Dental Assistant,Screening,,,,Indeed
10/14/2023,October,41,Saturday,69295149,Jane  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69307849,Charlie  Johnson,Chairside Dental Assistant,Screening,Took another job,10/25/2023,,Indeed
10/14/2023,October,41,Saturday,69317395,Bob  Smith,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69318207,John  Jones,Patient Financial Coordinator,Screening,Never Responded,10/30/2023,,Indeed
10/14/2023,October,41,Saturday,69319397,Alice  Wilson,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/14/2023,October,41,Saturday,69319563,Alice  Miller,Dental Billing Team Leader,Inbox,Lacking relevant experience,10/16/2023,,ZipRecruiter
10/14/2023,October,41,Saturday,69322190,Diana  Jones,Chairside Dental Assistant,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/15/2023,October,41,Sunday,69325784,Charlie  Davis,Dental Receptionist,Inbox,Never Responded,10/16/2023,,Indeed
10/15/2023,October,41,Sunday,69326533,John  Jones,Dental Receptionist,Inbox,Lacking relevant experience,10/16/2023,,Indeed
10/15/2023,October,41,Sunday,69332779,Frank  Davis,Dental Office Manager,Interview,Never Responded,11/2/2023,,ZipRecruiter
10/15/2023,October,41,Sunday,69335272,Frank  Miller,Dental Billing Team Leader,Screening,Never Responded,10/30/2023,,ZipRecruiter
